Medication_Name,Package_Size,Max_Retailer_Price,Max_Consumer_Price,Max_Consumer_VAT_Price,Year
NATPARA 25 MCG 2CARTRIDGES,2.00,"$23,581.11","$25,939.22","$30,348.89",2019
NATPARA 50 MCG 2CARTRIDGES,2.00,"$23,581.11","$25,939.22","$30,348.89",2019
NATPARA 75 MCG 2CARTRIDGES,2.00,"$23,581.11","$25,939.22","$30,348.89",2019
NAVELBINE 10 MG/ML 10 vials,10.00,$60.49,$81.36,$95.20,2019
NAVELBINE 20MG 1CAPSULE,1.00,$211.71,$248.76,$291.05,2019
NAVELBINE 30MG 1CAPSULE,1.00,$334.67,$393.24,$460.09,2019
NAVELBINE 50MG/5ML 10 vials,10.00,$291.53,$342.54,$400.78,2019
NAXYN 500MG 30TAB,30.00,$17.43,$23.88,$27.94,2019
NEBIDO 1000MG/4ML 1VIAL (250 MG/ML IM VIAL4ML),1.00,$387.98,$455.88,$533.38,2019
NEOBLOC 100MG 30TAB,30.00,$10.00,$13.70,$16.03,2019
NEOMYCINE 500MG 20TAB,20.00,$33.33,$45.67,$53.43,2019
NEOTIGASON 10MG 30CAPS,30.00,$64.90,$87.29,$102.13,2019
NEOTIGASON 25MG 30CAPS,30.00,$138.39,$172.98,$202.39,2019
NERIDERM CREAM 30G,30.00,$10.60,$14.53,$17.00,2019
NERIDERM OINT 30G,30.00,$10.60,$14.53,$17.00,2019
NEULASTIM 6MG/0.6ML PRE-FILED SYR,1.00,"$3,428.85","$3,771.74","$4,412.93",2019
NEULEPTIL DROPS 4% 30ML,30.00,$21.38,$29.29,$34.27,2019
NEUPOGEN 1 PREFIL.SYR. 30MU/0.5ML,1.00,$183.25,$229.07,$268.01,2019
NEUPOGEN 1 PREFIL.SYR. 48MU/0.5ML,1.00,$284.32,$334.08,$390.87,2019
NEUPOGEN 5VIAL 30MU./1ML,5.00,$963.81,"$1,132.48","$1,325.00",2019
NEURONTIN 300MG 100CAPS,100.00,$67.39,$90.64,$106.05,2019
NEURONTIN 400MG 100CAPS,100.00,$83.47,$112.27,$131.35,2019
NEVANAC 0.1% OPHTALMIC SUSP. 5ML,5.00,$68.53,$92.18,$107.85,2019
NEXAVAR 200MG 4X28 TAB,112.00,"$12,775.84","$14,053.42","$16,442.50",2019
NEXIUM 20MG 28TAB,28.00,$21.68,$29.70,$34.75,2019
NEXIUM 40MG 28TAB,28.00,$33.78,$46.28,$54.15,2019
NEXIUM 40MG/DOSE 10 VIALS,10.00,$182.89,$228.61,$267.47,2019
NIFEDILONG 30MG 30SRTAB,30.00,$22.21,$30.43,$35.60,2019
NIFEDILONG 60MG 30SRTAB,30.00,$37.60,$51.51,$60.27,2019
NIMENRIX 1X0.5ML VIAL POWDER+PRE FILLED SYR SOLVENT,1.00,$150.29,$187.86,$219.79,2019
NINLARO 2.3 MG 3CAPS,3.00,"$27,505.90","$30,256.49","$35,400.09",2019
NINLARO 3 MG 3CAPS,3.00,"$27,505.90","$30,256.49","$35,400.09",2019
NINLARO 4 MG 3CAPS,3.00,"$27,496.10","$30,245.71","$35,387.48",2019
NITRODERM TTS 10MG/24H 10PATCHES,10.00,$12.94,$17.73,$20.74,2019
NITRODERM TTS 5 MG/24H 10PATCHES,10.00,$10.61,$14.53,$17.00,2019
NITROLINGUAL SPRAY 250DOSES,250.00,$17.80,$24.39,$28.53,2019
NIZORAL CREAM 15GR,15.00,$8.35,$11.43,$13.38,2019
NIZORAL SHAMPO 100ML,100.00,$28.91,$39.60,$46.34,2019
NOCTURNO 7.5MG 20TAB,20.00,$13.10,$17.94,$20.99,2019
NOCTURNO LS 3.75MG 20TAB,20.00,$12.20,$16.72,$19.56,2019
NORDITROPIN 10 MG/1.5ML NORDIFLEX,1.00,"$1,233.95","$1,449.89","$1,696.37",2019
NORDITROPIN 15 MG/1.5 ML NORDIFLEX,1.00,"$1,519.12","$1,784.96","$2,088.41",2019
NORDITROPIN SIMPLEXx  5MG CART 1X1.5ML,1.00,$409.04,$480.62,$562.33,2019
NORDITROPIN SIMPLEXx 10MG CART 1X1.5ML,1.00,$783.14,$920.19,"$1,076.63",2019
NORDITROPIN SIMPLEXx 15MG CART 1X1.5ML,1.00,"$1,353.83","$1,590.75","$1,861.18",2019
NORLIP 200MG 60TAB,60.00,$19.66,$26.93,$31.51,2019
NORMALOL 100MG 30TAB,30.00,$12.38,$16.96,$19.84,2019
NORMALOL 25MG 30TAB,30.00,$7.81,$10.70,$12.52,2019
NORMALOL 50MG 30TAB,30.00,$8.87,$12.15,$14.22,2019
NORMITEN 100MG 30TAB,30.00,$12.38,$16.96,$19.84,2019
NORMITEN 25MG 30TAB,30.00,$7.81,$10.70,$12.52,2019
NORMITEN 50MG 30TAB,30.00,$8.87,$12.15,$14.22,2019
NORMOPRESAN 30TAB,30.00,$10.61,$14.53,$17.00,2019
NORTYLIN 25MG 30TAB,30.00,$12.38,$16.96,$19.85,2019
NORVASC 10 MG 30 TABLETS,30.00,$12.10,$16.57,$19.39,2019
NORVASC 5MG 30TAB,30.00,$8.99,$12.31,$14.41,2019
NORVIR 100MG 30 F.C.TAB,30.00,$84.81,$114.07,$133.46,2019
NOVITROPAN 5MG 100TAB,100.00,$22.13,$30.32,$35.48,2019
NOVOEIGHT 1000 IU/4ML 1VIAL,1.00,"$2,405.95","$2,646.55","$3,096.46",2019
NOVOEIGHT 250 IU/4 ML 1 VIAL,1.00,$616.98,$724.95,$848.19,2019
NOVOEIGHT 500 IU/4ML 1 VIAL,1.00,"$1,187.17","$1,394.92","$1,632.06",2019
NOVOFEM 28TAB,28.00,$25.05,$34.32,$40.16,2019
NOVOMIX 30 FLEXPEN 5X3ML,15.00,$138.62,$173.28,$202.74,2019
NOVOMIX 50 FLEXPEN 5X3ML,15.00,$136.67,$170.83,$199.88,2019
NOVOMIX 70 FLEXPEN 5X3ML,15.00,$136.67,$170.83,$199.88,2019
NOVONORM 0.5MG 90TAB,90.00,$18.43,$25.26,$29.55,2019
NOVONORM 1MG 90TAB,90.00,$20.75,$28.43,$33.27,2019
NOVONORM 2MG 90TAB,90.00,$35.94,$49.24,$57.61,2019
NOVORAPID FLEXPEN 5X3MLX100IU/ML,15.00,$134.82,$168.53,$197.17,2019
NOVORAPID PENFILL 5X3MLX100IU/ML,15.00,$113.07,$141.33,$165.36,2019
NOVORAPID VIAL 10MLX100IU/ML,10.00,$69.69,$93.73,$109.67,2019
NOVOSEVEN RT 1MG/VIAL,1.00,"$2,293.90","$2,523.29","$2,952.25",2019
NOVOSEVEN RT 2MG/VIAL,1.00,"$4,578.07","$5,035.88","$5,891.98",2019
NOVOSEVEN RT 5MG/VIAL,1.00,"$11,562.63","$12,718.89","$14,881.10",2019
NOXAFIL 100 MG GASTRO-RESISTANT 24 TABLETS,24.00,"$2,963.71","$3,260.08","$3,814.29",2019
NOXAFIL SUSPENSION 40 MG/ML 105ML,105.00,"$2,466.99","$2,713.69","$3,175.02",2019
NPLATE 250MCG 1VIAL/5ML POWDER FOR SOL FOR INJ,1.00,"$2,139.88","$2,353.87","$2,754.02",2019
NPLATE 500 MCG 1 VIAL/5 ML POWDER FOR SOL FOR INJ,1.00,"$4,704.88","$5,175.37","$6,055.18",2019
NUCALA 100mg/ml vial,1.00,"$4,191.69","$4,610.86","$5,394.70",2019
NUMBON 5MG 20TAB,20.00,$6.30,$8.63,$10.10,2019
NUVARING 1VAGINAL RING,1.00,$44.22,$59.48,$69.59,2019
NYOLOL GEL 0.1% 5GR,5.00,$15.85,$21.72,$25.41,2019
NYSTATIN RM SUSP 30ML,30.00,$10.50,$14.39,$16.83,2019
OCSAAR 12.5MG 30TAB,30.00,$24.95,$34.18,$39.99,2019
OCSAAR 50MG 30 TAB,30.00,$15.83,$21.69,$25.38,2019
OCSAAR PLUS 30TAB,30.00,$15.34,$21.01,$24.58,2019
OCTAGAM 5%  20ML VIAL,20.00,$239.55,$281.47,$329.32,2019
OCTAGAM 5% 100ML VIAL,100.00,"$1,197.74","$1,407.34","$1,646.59",2019
OCTAGAM 5% 200ML VIAL,200.00,"$2,395.47","$2,635.02","$3,082.97",2019
OCTAGAM 5% 50ML VIAL,50.00,$598.87,$703.67,$823.30,2019
OCTANATE 1000 1 VIAL,1.00,"$2,405.95","$2,646.55","$3,096.46",2019
OCTANATE 500 VIAL,1.00,"$1,187.17","$1,394.92","$1,632.06",2019
OCTANINE F 1000 IU VIAL,1.00,"$1,592.16","$1,870.79","$2,188.83",2019
OCTANINE F 500 IU VIAL,1.00,$845.70,$993.70,"$1,162.63",2019
OCTAPLEX 1 kit glass,1.00,"$1,247.53","$1,465.85","$1,715.04",2019
OCTOSTIM 15MCG/ML 10AMP (1ML),10.00,$918.49,"$1,079.22","$1,262.69",2019
ODNATRON  8MG/4ML 5 amp,5.00,$147.60,$184.50,$215.86,2019
ODNATRON 4MG/2ML 5 amp,5.00,$82.05,$110.36,$129.12,2019
ODOMZO  200 MG 10 CAPS,10.00,"$6,570.68","$7,227.74","$8,456.46",2019
ODOMZO  200 MG 30 CAPS,30.00,"$19,712.03","$21,683.23","$25,369.38",2019
OESTROGEL 80G,80.00,$10.19,$13.96,$16.34,2019
OFEV 100MG 60CAPS,60.00,"$6,995.87","$7,695.45","$9,003.68",2019
OFEV 150MG 60CAPS,60.00,"$8,952.24","$9,847.46","$11,521.53",2019
OFLODEX 200MG 20TAB,20.00,$42.67,$57.39,$67.15,2019
OFLOX DROPS 5ML,5.00,$10.41,$14.27,$16.69,2019
OFLOXACINA 2MG/ML (100ML),1.00,$77.64,$104.43,$122.18,2019
OFLOXACIN-TEVA 200MG 10TAB,10.00,$21.33,$29.23,$34.20,2019
OFLOXACIN-TEVA 200MG 20TAB,20.00,$42.67,$57.39,$67.15,2019
OLANZAPINE  TEVA 10MG 28 F.C.TAB,28.00,$97.22,$121.53,$142.19,2019
OLANZAPINE ODT TEVA ® 10 MG NEW FORMULATION 28 TAB,28.00,$83.96,$112.93,$132.13,2019
OLANZAPINE ODT TEVA ® 5 MG NEW FORMULATION 28 TAB,28.00,$56.67,$76.22,$89.17,2019
OLANZAPINE TEVA 5MG 28 F.C.TAB,28.00,$55.38,$74.48,$87.14,2019
OLANZAPINE TEVA 7.5MG 56 F.C.TAB,56.00,$160.40,$200.50,$234.58,2019
OMACOR 28 CAPSULES,28.00,$62.26,$83.74,$97.98,2019
OMEGAVEN 10*100ml,10.00,"$2,134.09","$2,347.50","$2,746.57",2019
OMEPRA 20MG 28 CAPSULES,28.00,$25.20,$34.52,$40.39,2019
OMEPRA 40MG 28 CAPSULES,28.00,$32.80,$44.93,$52.57,2019
OMEPRADEX 10MG 30CAPLETS,30.00,$17.53,$24.02,$28.11,2019
OMEPRADEX 20MG 14CAPLETS,14.00,$18.00,$24.66,$28.85,2019
OMEPRADEX 20MG 30CAPLETS,30.00,$27.00,$36.99,$43.28,2019
OMEPRADEX 40MG 30CAPLETS,30.00,$123.87,$154.84,$181.16,2019
OMNIC 0.4MG 30 M.R. CAPS,30.00,$25.95,$35.55,$41.60,2019
OMNIC OCAS 0.4 30 FILM COATED TAB,30.00,$35.99,$49.31,$57.69,2019
OMR-IGG-AM 5% (5 G/100ML) SOL FOR INJ 50ML,50.00,$598.87,$703.67,$823.30,2019
OMR-IGG-AM 5% SOL FOR INJ 100ML,100.00,"$1,197.74","$1,407.34","$1,646.59",2019
OMR-IGG-AM 5% SOLUTION FOR INJECTION 200ML,200.00,"$2,395.47","$2,635.02","$3,082.97",2019
OMRI-HEP-B VIAL 5G/100ML,100.00,"$8,661.87","$9,528.06","$11,147.83",2019
ONBREZ BREEZHALER 150MCG INHAL 30 HARD CAPS,30.00,$106.60,$133.25,$155.90,2019
ONBREZ BREEZHALER 300MCG INHAL 30 HARD CAPS,30.00,$106.60,$133.25,$155.90,2019
ONDANSETRON INOVAMED 4 MG 10 F.C.TAB,10.00,$86.22,$115.97,$135.69,2019
ONDANSETRON INOVAMED 8 MG 10 F.C.TAB,10.00,$126.58,$158.22,$185.12,2019
ONDANSETRON-FRESENIUS 5VIAL 4MG/2ML,5.00,$82.05,$110.36,$129.12,2019
ONDANSETRON-FRESENIUS 5VIAL 8MG/4ML,5.00,$147.60,$184.50,$215.86,2019
ONDANSETRON-FRESENIUS VIAL 4MG/2ML,1.00,$16.41,$22.48,$26.30,2019
ONDANSETRON-FRESENIUS VIAL 8MG/4ML,1.00,$29.52,$40.44,$47.32,2019
ONGLYZA 2.5MG 30TAB,30.00,$119.05,$148.81,$174.11,2019
ONGLYZA 5 MG 30 FC TAB,30.00,$125.00,$156.25,$182.82,2019
OPDIVO 10MG/ML VIAL 10ML,10.00,"$4,995.90","$5,495.49","$6,429.72",2019
OPDIVO 10MG/ML VIAL 4ML,4.00,"$1,998.36","$2,198.20","$2,571.89",2019
OPSUMIT 10MG 30 F.C.TAB,30.00,"$9,148.03","$10,062.84","$11,773.52",2019
OPTALGIN INJ 2CC5AMP,5.00,$9.16,$12.55,$14.68,2019
OPTI-GENTA 5ML,5.00,$7.09,$9.71,$11.36,2019
OPTILAST EYE DROPS 0.05% 6ML,6.00,$19.73,$27.03,$31.63,2019
OPTIVATE 1000 I.U 1VIAL/10ML,1.00,"$3,857.20","$4,242.92","$4,964.22",2019
ORAMORPH  20MG/ML 20ml,20.00,$24.62,$33.73,$39.47,2019
ORENCIA 125MG SC 125MG/ML 4 SYR PREFILLED (1ML),4.00,"$3,503.18","$3,853.50","$4,508.59",2019
ORENCIA 250MG 1 VIAL POWDER FOR INFUSION,1.00,"$1,271.77","$1,494.33","$1,748.37",2019
ORFADIN 10MG 60CAPS,60.00,"$11,197.28","$12,317.01","$14,410.90",2019
ORFADIN 2MG 60CAPS,60.00,"$3,055.70","$3,361.27","$3,932.68",2019
ORFADIN 5MG 60CAPS,60.00,"$6,102.63","$6,712.89","$7,854.09",2019
ORFIRIL 300MG/3ML INJ 5AMP,5.00,$76.38,$102.73,$120.19,2019
ORGALUTRAN 0.25MG/0.5ML 1PREFILLED SYR,1.00,$118.04,$147.55,$172.63,2019
ORKAMBI 112 tab,112.00,"$43,975.19","$48,372.71","$56,596.07",2019
OSMO ADALAT 20MG 30 SR TAB,30.00,$10.61,$14.53,$17.00,2019
OSMO ADALAT 30MG 30 SR TAB,30.00,$22.21,$30.43,$35.60,2019
OSMO ADALAT 60MG 30 SR TAB,30.00,$37.60,$51.51,$60.27,2019
OSPOLOT 200MG 50TAB,50.00,$193.61,$227.49,$266.17,2019
OTAREX 25MG 20TAB,20.00,$7.01,$9.61,$11.24,2019
OTEZLA 30MG 56 F.C.TAB,56.00,"$2,631.74","$2,894.91","$3,387.05",2019
OTEZLA STARTER PACK 27 F.C.TAB (4X10MG 4X20MG 19X30MG),27.00,"$1,275.68","$1,498.92","$1,753.73",2019
OVALEAP 300IU/0.5 ML 1 CARTRIDGE,1.00,$393.44,$462.29,$540.88,2019
OVALEAP 450IU/0.75 ML 1 CARTRIDGE,1.00,$584.42,$686.69,$803.43,2019
OVALEAP 900IU/1.5 ML 1 CARTRIDGE,1.00,"$1,152.12","$1,353.74","$1,583.88",2019
OVESTIN VAG CRM 15G,15.00,$15.48,$21.21,$24.82,2019
OVITRELLE 250MCG/0.5ML PREFIL SYR SOL FOR INJ,1.00,$113.05,$141.31,$165.33,2019
OXALIPLATIN HOSPIRA 5MG/ML VIAL 100MG/20ML,1.00,$714.54,$839.58,$982.31,2019
OXALIPLATIN HOSPIRA 5MG/ML VIAL 200MG/40ML,1.00,"$1,345.20","$1,580.61","$1,849.31",2019
OXALIPLATIN HOSPIRA 5MG/ML VIAL 50MG/10ML,1.00,$358.82,$421.62,$493.29,2019
OXALIPLATIN MEDAC 100MG/VIAL,1.00,$714.54,$839.58,$982.31,2019
OXALIPLATIN MEDAC 150MG/VIAL,1.00,"$1,753.28","$1,928.61","$2,256.47",2019
OXALIPLATIN MEDAC 50MG/VIAL,1.00,$358.82,$421.62,$493.29,2019
OXALIPLATIN TEVA 100MG VIAL 20ML FOR INFUSION,1.00,$714.54,$839.58,$982.31,2019
OXALIPLATIN TEVA 50MG VIAL 10ML FOR INFUSION,1.00,$358.82,$421.62,$493.29,2019
OXALIPLATIN TEVA 5MG/ML VIAL 40ML,1.00,"$1,345.20","$1,580.61","$1,849.31",2019
OXOPURIN 400MG 100SR CAPL,100.00,$55.90,$75.19,$87.97,2019
OXOPURIN 400MG 50SR CAPLETS,50.00,$27.95,$38.29,$44.80,2019
OXYCOD FORTE 10MG/ML SYRUP 30ML,30.00,$30.52,$41.81,$48.92,2019
OXYCONTIN 10MG 20TAB (CONTROLLED RELEASE),20.00,$20.93,$28.67,$33.55,2019
OXYCONTIN 20MG 20TAB,20.00,$31.11,$42.62,$49.87,2019
OXYCONTIN 40MG 20 CR TAB,20.00,$55.80,$75.06,$87.82,2019
OXYCONTIN 5MG 20 CR TAB,20.00,$12.12,$16.60,$19.43,2019
OXYCONTIN 80MG 20TAB,20.00,$97.61,$122.01,$142.75,2019
OXYTOCIN INJECTION BP 10AMP (10IU/ML),10.00,$58.22,$78.30,$91.61,2019
OZURDEX 0.7MG IMPLANT IN APPLICATOR,1.00,"$3,965.37","$4,361.91","$5,103.43",2019
PABAL  100 MCG/ML  5VIAL,5.00,$490.48,$576.31,$674.29,2019
PACLIAVENIR 6MG/ML 10VIAL (30MG/5ML),10.00,"$1,765.16","$1,941.68","$2,271.76",2019
PACLIAVENIR 6MG/ML 4VIAL (300MG/50ML),4.00,"$6,313.92","$6,945.31","$8,126.02",2019
PACLIAVENIR 6MG/ML 5VIAL (100MG/16.7ML),5.00,"$2,684.35","$2,952.79","$3,454.76",2019
PACLITAXEL TEVA 30MG/5ML VIAL,1.00,$176.52,$220.65,$258.15,2019
PACLITAXEL TEVA 6MG/ML  100MG 16.7ML,1.00,$536.87,$630.82,$738.06,2019
PALLADONE 10MG/1ML 5 AMP 2ML,5.00,$396.88,$466.34,$545.61,2019
PALOXI INJECTION 0.25MG/VIAL 5ML,1.00,$200.00,$235.00,$274.95,2019
PAMID 2.5MG 30TAB,30.00,$17.28,$23.67,$27.70,2019
PAN - CEFAZOLIN 1 G.,25.00,$162.36,$202.95,$237.45,2019
PAN-CEFTRIAXONE 1 GM 10 VIAL,10.00,$178.04,$222.55,$260.38,2019
PAN-CEFUROXIME 750 MG 10 VIAL,10.00,$91.45,$123.00,$143.91,2019
PANTOAVENIR IV 40MG/VIAL 1VIAL,1.00,$14.80,$20.27,$23.72,2019
PARACETAMOL TARO IV 10MG/ML 10VIAL 100ML,10.00,$66.76,$89.79,$105.06,2019
PARICALCITOL INOVAMED 5 MCG/ML 5 AMP,5.00,$218.17,$256.35,$299.92,2019
PAROTIN 20MG 30TAB,30.00,$23.00,$31.51,$36.87,2019
PARTANE 5MG 50TAB,50.00,$16.12,$22.08,$25.83,2019
PATANOL 0.1% EYE DROPS 5ML,5.00,$26.11,$35.76,$41.84,2019
PAXXET 20MG 30TAB,30.00,$23.00,$31.51,$36.87,2019
PAXXET 30MG 30TAB,30.00,$32.64,$44.72,$52.32,2019
PEGASYS PRE-FILLED PEN 180MCG/0.5ML,1.00,$625.29,$734.72,$859.62,2019
PEGASYS PRE-FILLED SYR 135MCG/0.5ML,1.00,$536.19,$630.02,$737.12,2019
PEGASYS PRE-FILLED SYR 180MCG/0.5ML,1.00,$625.29,$734.72,$859.62,2019
PEMETREXED S.K. 50 ML,1.00,"$3,800.45","$4,180.50","$4,891.18",2019
"PEMETREXED SANDOZ ® 100	mg VIAL",1.00,$775.11,$910.76,"$1,065.59",2019
"PEMETREXED SANDOZ ® 1000	 MG VIAL",1.00,"$5,923.46","$6,515.81","$7,623.49",2019
"PEMETREXED SANDOZ ® 500	MG VIAL",1.00,"$3,800.45","$4,180.50","$4,891.18",2019
PEMETREXED TEVA ® 100 MG 1 VIAL,1.00,$775.11,$910.76,"$1,065.59",2019
PEMETREXED TEVA ® 1000 MG 1 VIAL,1.00,"$5,923.46","$6,515.81","$7,623.49",2019
PEMETREXED TEVA ® 500 MG 1 VIAL,1.00,"$3,800.45","$4,180.50","$4,891.18",2019
PENIBRIN 2G/1VIAL (15ML),1.00,$16.46,$22.55,$26.39,2019
PENIBRIN AMP 1G,1.00,$6.50,$8.91,$10.42,2019
PENIBRIN AMP 500MG,1.00,$5.00,$6.85,$8.01,2019
PEN-RAFA VK 500 40 CAPLETS,40.00,$16.39,$22.46,$26.28,2019
PEN-RAFA VK FORTE 60ML,60.00,$46.39,$62.40,$73.01,2019
PENTASA  1GR 60 SR TABLETS,60.00,$152.89,$191.11,$223.60,2019
PENTASA 1G 28SUPP,28.00,$162.16,$202.69,$237.15,2019
PENTASA 500MG 100 SRTAB,100.00,$115.01,$143.76,$168.20,2019
PENTASA ENEMA 7X1OOML,700.00,$85.93,$115.58,$135.22,2019
PENTASA S.R GRANULES 4GR,30.00,$296.74,$348.67,$407.95,2019
PENTASA SLOW RELEASE GRANULES 1GX100SACH,100.00,$253.07,$297.36,$347.91,2019
PENTASA SLOW RELEASE GRANULES 2GX60SACHET,60.00,$300.32,$352.88,$412.87,2019
PENTOSTAM INJ 100MG/ML 100ML,100.00,$317.46,$373.01,$436.42,2019
PERFALGAN 10MG/ML 1GR/100ML 12VIALS,12.00,$66.76,$89.79,$105.06,2019
PERGOLIDE TEVA 0.25MG 40TAB,40.00,$86.79,$116.74,$136.58,2019
PERGOLIDE TEVA 0.25MG100TAB,100.00,$216.98,$254.96,$298.30,2019
PERGOVERIS 150 IU/75IU VIAL (POWDER+SOLVENT),1.00,$276.28,$324.63,$379.82,2019
PERICATE 5AMP,5.00,$212.61,$249.81,$292.28,2019
PERJETA 420MG/14ML 1VIAL(14ML),1.00,"$11,027.52","$12,130.27","$14,192.41",2019
PERMIXON 160MG 60CAPS,60.00,$56.68,$76.24,$89.20,2019
PERPHENAN 8MG 20TAB,20.00,$18.23,$24.98,$29.22,2019
PERRIMOD CREAM 12X0.25G PACKETS,12.00,$181.96,$227.45,$266.11,2019
PHEBURANE BOTTLE 483MG/G BOTTLE 174G,174.00,"$1,742.43","$2,047.35","$2,395.40",2019
PHENICOL 0.5% 10ML,10.00,$9.27,$12.70,$14.86,2019
PHENOBARBITONE 100MG 30TAB,30.00,$12.58,$17.23,$20.16,2019
PHENOBARBITONE 15MG 30TAB,30.00,$54.63,$73.48,$85.98,2019
PICATO 0.015% TOPICAL GEL 3 X 0.47 G,3.00,$293.66,$345.04,$403.70,2019
PICATO 0.05% TOPICAL GEL 2 X 0.47 G,2.00,$294.33,$345.84,$404.64,2019
PICO SALAX CRANBERRY   2SACHETS    2*16.1 G,2.00,$39.75,$53.46,$62.55,2019
PICO-SALAX ORANGE POWDER FOR SOL SACHET 2X16.1G,2.00,$39.75,$53.46,$62.55,2019
PILOCARPINE 2% 10ML,10.00,$9.69,$13.28,$15.53,2019
PIPERACILLIN/ TAZOBACTAM PANPHARMA 4G/500MG 10 VIAL,10.00,$371.89,$436.97,$511.25,2019
PK-MERZ 100MG 100TAB,100.00,$34.17,$46.82,$54.77,2019
PK-MERZ INFUSION 2X500ML,2.00,$88.60,$119.17,$139.42,2019
PLAQUENIL 200MG 100TAB,100.00,$61.75,$83.05,$97.17,2019
PLAVIX 300MG 30TAB,30.00,$196.19,$230.52,$269.71,2019
PLAVIX 75MG 30TAB,30.00,$33.09,$45.34,$53.04,2019
PLEGRIDY 125MCG/0.5ML 2 PRE FILLED PEN,2.00,"$2,913.08","$3,204.39","$3,749.14",2019
PLEGRIDY 125MCG/0.5ML 6 PRE FILLED PEN,6.00,"$8,739.25","$9,613.17","$11,247.41",2019
PLEGRIDY 94 MCG & 63 MCG/0.5ML 1+1 PRE FILLED PEN,2.00,"$2,624.02","$2,886.42","$3,377.11",2019
PLEGRIDY 94MCG/0.5ML 6 PRE FILLED PEN,6.00,"$7,872.06","$8,659.27","$10,131.34",2019
PNEUMOVAX 23 25MCG/0.5ML,1.00,$76.51,$102.90,$120.39,2019
POTACTASOL 4 MG VIAL,1.00,$657.46,$772.52,$903.85,2019
PRADAXA 110MG 10CAPS,10.00,$39.96,$53.75,$62.89,2019
PRADAXA 110MG 30CAPS,30.00,$119.89,$149.87,$175.34,2019
PRADAXA 110MG 60CAPS,60.00,$239.79,$281.75,$329.65,2019
PRADAXA 150MG 60CAPS,60.00,$239.79,$281.75,$329.65,2019
PRADAXA 75MG 10CAPS,10.00,$39.96,$53.75,$62.89,2019
PRADAXA 75MG 30CAPS,30.00,$119.88,$149.86,$175.33,2019
PRALUENT 150 MG INJECTION 2 PREFILLED PEN,2.00,"$1,760.69","$1,936.75","$2,266.00",2019
PRALUENT 75 MG INJECTION 2 PREFILLED SYR,2.00,"$1,760.69","$1,936.75","$2,266.00",2019
PRAMIN 10MG 30TAB,30.00,$9.64,$13.21,$15.45,2019
PRAMIN 5AMP 10MG/2ML,5.00,$9.30,$12.74,$14.91,2019
PRAMIN INJECTION 10MG/2ML 50AMP,50.00,$78.25,$105.25,$123.14,2019
PRAMIPEXOLE TEVA 0.25MG 100TAB,100.00,$86.35,$116.14,$135.88,2019
PRAMIPEXOLE TEVA 1MG 100TAB,100.00,$285.57,$335.54,$392.59,2019
PRANDASE 100MG 30TAB,30.00,$17.73,$24.29,$28.42,2019
PRANDASE 50MG 30TAB,30.00,$12.31,$16.87,$19.74,2019
PRAVALIP 10 30TAB,30.00,$14.85,$20.35,$23.81,2019
PRAVALIP 20 30TAB,30.00,$21.93,$30.04,$35.15,2019
PRAVALIP 40 30TAB,30.00,$29.23,$40.04,$46.85,2019
PRAVASTATIN-TEVA 10MG 30TAB,30.00,$14.85,$20.35,$23.81,2019
PRAVASTATIN-TEVA 20MG 30TAB,30.00,$21.93,$30.04,$35.15,2019
PRAVASTATIN-TEVA 40MG 30TAB,30.00,$29.23,$40.04,$46.85,2019
PRED-FORTE 1% OPH 5ML,5.00,$10.55,$14.46,$16.91,2019
PREDNISONE 1MG 100TAB,100.00,$15.67,$21.47,$25.12,2019
PREDNISONE 20MG 30TAB,30.00,$19.13,$26.21,$30.67,2019
PREDNISONE 5MG 30TAB,30.00,$8.31,$11.38,$13.32,2019
PREGABALIN DEXCEL 150 MG 56 CAPSULES,56.00,$114.55,$143.19,$167.54,2019
PREGABALIN DEXCEL 25 MG 56 CAPSULES,56.00,$27.11,$37.14,$43.46,2019
PREGABALIN DEXCEL 300 MG 56 CAPSULES,56.00,$135.71,$169.64,$198.48,2019
PREGABALIN DEXCEL 50 MG 56 CAPSULES,56.00,$47.62,$64.04,$74.93,2019
PREGABALIN DEXCEL 75 MG 56 CAPSULES,56.00,$77.86,$104.72,$122.52,2019
PREGABALIN INOVAMED 150 MG 56 CAPS,56.00,$114.55,$143.19,$167.54,2019
PREGABALIN INOVAMED 25 MG 56 CAPS,56.00,$27.11,$37.14,$43.46,2019
PREGABALIN INOVAMED 300 MG 56 CAPS,56.00,$135.71,$169.64,$198.48,2019
PREGABALIN INOVAMED 50 MG 56 CAPS,56.00,$47.62,$64.04,$74.93,2019
PREGABALIN INOVAMED 75 MG 56 CAPS,56.00,$77.86,$104.72,$122.52,2019
PREGABALIN TARO 150 MG 56TABS,56.00,$114.55,$143.19,$167.54,2019
PREGABALIN TARO 300 MG  56CAPS,56.00,$135.71,$169.64,$198.48,2019
PREGABALIN TARO 75 MG 56CAPS,56.00,$77.86,$104.72,$122.52,2019
PREGABALIN TEVA  150 MG 56 TAB,56.00,$114.55,$143.19,$167.54,2019
PREGABALIN TEVA  25 MG 56 TAB,56.00,$27.11,$37.14,$43.46,2019
PREGABALIN TEVA  300 MG 56 TAB,56.00,$135.71,$169.64,$198.48,2019
PREGABALIN TEVA  50 MG 56 TAB,56.00,$47.62,$64.04,$74.93,2019
